UCLA,30.21,34.070211,-118.446775,,,,,,,,,,,,,,,,,,
UMass Lowell,-10.16,42.6555,-71.3242,,,,,,,,,,,,,,,,,,
UMBC,-11.07,39.2523419,-76.707431,,,,,,,,,,,,,,,,,,
UNC Asheville,-6.6,35.618,-82.568,,,,,,,,,,,,,,,,,,
UNC Greensboro,-3.48,36.05972,-79.82556,,,,,,,,,,,,,,,,,,
UNC Wilmington,-2.67,34.225,-77.87833,,,,,,,,,,,,,,,,,,
UNLV,11.52,36.105,-115.14417,,,,,,,,,,,,,,,,,,
USC,20.69,34.021,-118.28,,,,,,,,,,,,,,,,,,
USC Upstate,-11.2,34.996696,-81.968774,,,,,,,,,,,,,,,,,,
UT Arlington,-3.19,32.730586,-97.107972,,,,,,,,,,,,,,,,,,
UT Rio Grande Valley,-13.03,26.31028,-98.17806,,,,,,,,,,,,,,,,,,
Utah,14.75,40.762,-111.839,,,,,,,,,,,,,,,,,,
Utah St.,10.11,41.748,-111.812,,,,,,,,,,,,,,,,,,
Utah Tech,-8.86,37.101,-113.566,,,,,,,,,,,,,,,,,,
Utah Valley,-3.11,40.278724,-111.716956,,,,,,,,,,,,,,,,,,
UTEP,0.46,31.777608,-106.505718,,,,,,,,,,,,,,,,,,
UTSA,-5.07,29.58222,-98.62139,,,,,,,,,,,,,,,,,,
Valparaiso,0.62,41.464198,-87.048338,,,,,,,,,,,,,,,,,,
Vanderbilt,15.01,36.144611,-86.80742,,,,,,,,,,,,,,,,,,
VCU,10.58,37.552918,-77.4529,,,,,,,,,,,,,,,,,,
Vermont,-0.28,44.470264,-73.194705,,,,,,,,,,,,,,,,,,
Villanova,28.52,40.034072,-75.336553,,,,,,,,,,,,,,,,,,
Virginia,21.21,38.0459583,-78.506925,,,,,,,,,,,,,,,,,,
Virginia Tech,11.95,37.22222,-80.41889,,,,,,,,,,,,,,,,,,
VMI,-10.57,37.78833,-79.43639,,,,,,,,,,,,,,,,,,
Wagner,-11.83,40.6149664,-74.095729,,,,,,,,,,,,,,,,,,
Wake Forest,14.28,36.127866,-80.257628,,,,,,,,,,,,,,,,,,
Washington,18.91,47.652,-122.302,,,,,,,,,,,,,,,,,,
Washington St.,5.96,46.735,-117.1575,,,,,,,,,,,,,,,,,,
Weber St.,-3.6,41.1825,-111.945,,,,,,,,,,,,,,,,,,
West Georgia,-17.81,33.5761,-85.1039,,,,,,,,,,,,,,,,,,
West Virginia,20.76,39.64917,-79.98111,,,,,,,,,,,,,,,,,,
